PassengerId,Pclass,Name,Sex,SibSp,Parch,Ticket,Embarked,Age_na,Fare_na,Age,Fare,Survived
1010,1,89,2,0,0,78,1,False,False,0.5053796701541005,0.8252359940102751,0
1011,2,196,1,1,0,749,3,False,False,-0.03475822424336958,-0.13610175482263526,0
1012,2,1043,1,0,0,668,3,False,False,-1.346521682065797,-0.3362108478380538,0
1013,3,545,2,1,0,530,2,True,False,-0.11192078058586531,-0.492393554581795,0
1014,1,901,1,1,0,81,1,False,False,0.42821711381160477,0.4837483625665879,0
1015,3,184,2,0,0,582,3,False,False,-0.11192078058586531,-0.5021549737532789,1
1016,3,541,2,0,0,543,2,True,False,-0.11192078058586531,-0.492393554581795,0
1017,3,240,1,0,1,563,3,False,False,-0.9607089003533184,-0.32937785441801504,1
1018,3,137,2,0,0,487,3,False,False,-0.5748961186408397,-0.49149940858568714,0
1019,3,644,1,2,0,529,2,True,False,-0.11192078058586531,-0.18978956026579633,1
1020,2,126,2,0,0,117,3,False,False,0.9683550082090748,-0.3898986532812148,1
1021,3,806,2,0,0,354,3,False,False,-0.42057100595584823,-0.48653670307890473,0
1022,3,955,2,0,0,802,3,False,False,0.1967294447841176,-0.48653670307890473,0
1023,1,389,2,0,0,42,1,False,False,1.8171431279765278,-0.08729465896521613,0
1024,3,583,1,0,4,585,3,True,False,-0.11192078058586531,-0.14651328451093992,0
1025,3,996,2,1,0,206,1,True,False,-0.11192078058586531,-0.5180172799069401,1
1026,3,282,2,0,0,446,3,False,False,1.0455175645515706,-0.48954712475139034,0
1027,3,174,2,0,0,498,3,False,False,-0.42057100595584823,-0.4903592748264578,0
1028,3,1088,2,0,0,223,1,False,False,-0.2276646150996089,-0.5026430447118531,1
1029,2,902,2,0,0,182,3,False,False,-0.26624589327085674,-0.3898986532812148,0
1030,3,294,1,0,0,778,3,False,False,-0.4977335622983439,-0.48653670307890473,0
1031,3,387,2,1,6,676,3,False,False,0.8140298955240834,0.27192556654538874,0
1032,3,384,1,5,2,676,3,False,False,-1.5008467947507884,0.27192556654538874,0
1033,1,257,1,0,0,43,3,False,False,0.2738920011266133,2.3149905991369546,1
1034,1,874,2,1,3,719,1,False,False,2.4344435787164938,4.478609158496345,1
1035,2,90,2,0,0,178,3,False,False,-0.11192078058586531,-0.13610175482263526,0
1036,1,599,2,0,0,103,3,False,False,0.9683550082090748,-0.12536419373400304,0
1037,3,1032,2,3,0,365,3,False,False,0.11956688844162187,-0.29228446156637655,0
1038,1,453,2,0,0,98,3,True,False,-0.11192078058586531,0.36880765182236575,1
1039,3,265,2,0,0,748,3,False,False,-0.5748961186408397,-0.48653670307890473,0
1040,1,238,2,0,0,50,3,True,False,-0.11192078058586531,-0.12536419373400304,0
1041,2,562,2,1,1,200,3,False,False,0.04240433209912615,-0.13610175482263526,0
1042,1,305,1,0,1,66,1,False,False,-0.4977335622983439,0.9797904960362129,0
1043,3,637,2,0,0,472,1,True,False,-0.11192078058586531,-0.48954712475139034,1
1044,3,968,2,0,0,549,3,False,True,2.3958623005452457,-0.3614284981256651,0
1045,3,556,1,0,2,495,3,False,False,0.5053796701541005,-0.4058429553559165,0
1046,3,49,2,4,2,397,3,False,False,-1.2693591257233012,-0.030922463249897024,0
1047,3,301,2,0,0,741,3,False,False,-0.42057100595584823,-0.49629812225038855,0
1048,1,105,1,0,0,695,3,False,False,-0.03475822424336958,3.686063917692899,1
1049,3,615,1,0,0,413,3,False,False,-0.4977335622983439,-0.4903592748264578,0
1050,1,116,2,0,0,4,3,False,False,0.9683550082090748,-0.12536419373400304,0
1051,3,787,1,0,2,769,3,False,False,-0.26624589327085674,-0.37476845356541494,0
1052,3,947,1,0,0,346,2,True,False,-0.11192078058586531,-0.4927195859821226,0
1053,3,1011,2,1,1,220,1,False,False,-1.7323344637782756,-0.34605426293057806,1
1054,2,1077,1,0,0,124,3,False,False,-0.26624589327085674,-0.380137234109731,0
1055,3,788,2,0,0,359,3,True,False,-0.11192078058586531,-0.5070356833390208,0
1056,2,802,2,0,0,152,3,False,False,0.8911924518665791,-0.3898986532812148,0
1057,3,552,1,1,1,320,3,False,False,-0.26624589327085674,-0.21370503723593173,1
1058,1,133,2,0,0,705,1,False,False,1.4313303462640492,0.3421257886590319,1
1059,3,333,2,2,2,807,3,False,False,-0.8835463440108225,0.027402016299718866,0
1060,1,186,1,0,0,105,1,True,False,-0.11192078058586531,-0.10250685460205651,0
1061,3,444,1,0,0,608,3,False,False,-0.5748961186408397,-0.4687221130909468,0
1062,3,605,2,0,0,738,3,True,False,-0.11192078058586531,-0.49629812225038855,0
1063,3,1089,2,0,0,236,1,False,False,-0.18908333692836105,-0.5026430447118531,0
1064,3,303,2,1,0,393,3,False,False,-0.4977335622983439,-0.37232809877254397,1
1065,3,1008,2,0,0,240,1,True,False,-0.11192078058586531,-0.5025610487908126,0
1066,3,51,2,1,5,397,3,False,False,0.8140298955240834,-0.030922463249897024,0
1067,2,140,1,0,2,287,3,False,False,-1.1150340130383098,0.11769514363594429,0
1068,2,921,1,0,0,667,3,False,False,-0.7292212313258312,0.07376875736426705,0
1069,1,963,2,1,0,71,1,False,False,1.8943056843190236,0.4386837948195156,0
1070,2,94,1,0,3,133,3,False,False,0.5053796701541005,0.11769514363594429,0
1071,1,223,1,0,2,727,1,False,False,2.6659312477439805,0.9797904960362129,0
1072,2,647,2,0,0,138,3,False,False,0.04240433209912615,-0.3898986532812148,0
1073,1,222,2,1,1,727,1,False,False,0.5825422264965963,0.9797904960362129,0
1074,1,635,1,1,0,39,3,False,False,-0.8835463440108225,0.3929671642717883,0
1075,3,569,2,0,0,612,2,True,False,-0.11192078058586531,-0.492393554581795,1
1076,1,290,1,1,1,698,1,False,False,-0.18908333692836105,4.188613013182235,1
1077,2,639,2,0,0,161,3,False,False,0.8140298955240834,-0.33133013825231183,0
1078,2,813,1,0,1,737,3,False,False,-0.6520586749833354,-0.23371594653747357,1
1079,3,267,2,2,0,625,3,False,False,-0.9607089003533184,-0.48653670307890473,1
1080,3,881,1,8,2,678,3,True,False,-0.11192078058586531,0.7141178550136061,0
1081,2,1035,2,0,0,271,3,False,False,0.8140298955240834,-0.3898986532812148,0
1082,2,40,2,1,0,129,3,False,False,0.3510545574691091,-0.13610175482263526,1
1083,1,890,2,0,0,7,3,True,False,-0.11192078058586531,-0.13610175482263526,0
1084,3,1096,2,1,1,644,3,False,False,-1.3851029602370448,-0.36061439576676335,1
1085,2,604,2,0,0,146,2,False,False,2.4344435787164938,-0.4025884982041438,1
1086,2,296,2,0,2,270,3,False,False,-1.6551719074357798,-0.009203305593345491,1
1087,3,526,2,0,0,410,3,False,False,0.2738920011266133,-0.4903592748264578,1
1088,1,952,2,0,2,94,1,False,False,-1.8094970201207714,1.9821262053893558,0
1089,3,729,1,0,0,387,3,False,False,-0.8835463440108225,-0.49190548362322084,0
1090,2,71,2,0,0,664,3,False,False,-0.4977335622983439,-0.43870574913863397,1
1091,3,826,1,0,0,596,3,True,False,-0.11192078058586531,-0.48531652568246925,0
1092,3,704,1,0,0,528,2,True,False,-0.11192078058586531,-0.34109155742379565,0
1093,3,253,2,0,2,399,3,False,False,-2.247008714582722,-0.36256667960106015,0
1094,1,55,2,1,0,728,1,False,False,1.3541677899215534,3.7982382422439223,0
1095,2,823,1,1,1,215,3,False,False,-1.6551719074357798,-0.13610175482263526,0
1096,2,37,2,0,0,669,3,False,False,-0.3434084496133525,-0.43870574913863397,1
1097,1,758,2,0,0,680,1,True,False,-0.11192078058586531,-0.14114450396662379,0
1098,3,653,1,0,0,615,2,False,False,0.42821711381160477,-0.492393554581795,0
1099,2,216,2,0,0,266,3,False,False,-0.42057100595584823,-0.43870574913863397,1
1100,1,860,1,0,0,724,1,False,False,0.2738920011266133,-0.10250685460205651,1
